1_ortho,2_phon,18_p_cvcv,24_nbsyll
conviée,k§vje,CVCYV,2
conviée,k§vje,CVCYV,2
conviées,k§vje,CVCYV,2
conviés,k§vje,CVCYV,2
conviés,k§vje,CVCYV,2
convocable,k§vOkabl,CVCVCVCC,3
convocation,k§vokasj§,CVCVCVCYV,4
convocations,k§vokasj§,CVCVCVCYV,4
convoi,k§vwa,CVCYV,2
convoie,k§vwa,CVCYV,2
convois,k§vwa,CVCYV,2
convoita,k§vwata,CVCYVCV,3
convoitaient,k§vwatE,CVCYVCV,3
convoitais,k§vwatE,CVCYVCV,3
convoitait,k§vwatE,CVCYVCV,3
convoitant,k§vwat@,CVCYVCV,3
convoite,k§vwat,CVCYVC,2
convoitent,k§vwat,CVCYVC,2
convoiter,k§vwate,CVCYVCV,3
convoiteras,k§vwat°Ra,CVCYVCVCV,4
convoiteront,k§vwat°R§,CVCYVCVCV,4
convoiteur,k§vwat9R,CVCYVCVC,3
convoiteux,k§vwat2,CVCYVCV,3
convoitez,k§vwate,CVCYVCV,3
convoitise,k§vwatiz,CVCYVCVC,3
convoitises,k§vwatiz,CVCYVCVC,3
convoité,k§vwate,CVCYVCV,3
convoitée,k§vwate,CVCYVCV,3
convoitées,k§vwate,CVCYVCV,3
convoités,k§vwate,CVCYVCV,3
convola,k§vola,CVCVCV,3
convolait,k§volE,CVCVCV,3
convolant,k§vol@,CVCVCV,3
convolent,k§vol,CVCVC,2
convoler,k§vole,CVCVCV,3
convolèrent,k§volER,CVCVCVC,3
convolé,k§vole,CVCVCV,3
convoqua,k§voka,CVCVCV,3
convoquai,k§vokE,CVCVCV,3
convoquaient,k§vokE,CVCVCV,3
convoquait,k§vokE,CVCVCV,3
convoquant,k§vok@,CVCVCV,3
convoque,k§vOk,CVCVC,2
convoquent,k§vOk,CVCVC,2
convoquer,k§voke,CVCVCV,3
convoquera,k§vOk°Ra,CVCVCVCV,4
convoquerai,k§vOk°RE,CVCVCVCV,4
convoqueraient,k§vOk°RE,CVCVCVCV,4
convoquerait,k§vOk°RE,CVCVCVCV,4
convoquerez,k§vOk°Re,CVCVCVCV,4
convoqueront,k§vOk°R§,CVCVCVCV,4
convoquez,k§voke,CVCVCV,3
convoquions,k§vokj§,CVCVCYV,3
convoquons,k§vok§,CVCVCV,3
convoquât,k§voka,CVCVCV,3
convoquèrent,k§vokER,CVCVCVC,3
convoqué,k§voke,CVCVCV,3
convoquée,k§voke,CVCVCV,3
convoquées,k§voke,CVCVCV,3
convoqués,k§voke,CVCVCV,3
convoya,k§vwaja,CVCYVYV,3
convoyage,k§vwajaZ,CVCYVYVC,3
convoyages,k§vwajaZ,CVCYVYVC,3
convoyaient,k§vwajE,CVCYVYV,3
convoyait,k§vwajE,CVCYVYV,3
convoyant,k§vwaj@,CVCYVYV,3
convoyer,k§vwaje,CVCYVYV,3
convoyeur,k§vwaj9R,CVCYVYVC,3
convoyeurs,k§vwaj9R,CVCYVYVC,3
convoyeuse,k§vwaj2z,CVCYVYVC,3
convoyé,k§vwaje,CVCYVYV,3
convoyée,k§vwaje,CVCYVYV,3
convoyés,k§vwaje,CVCYVYV,3
convulsa,k§vylsa,CVCVCCV,3
convulsai,k§vylsE,CVCVCCV,3
convulsais,k§vylsE,CVCVCCV,3
convulsait,k§vylsE,CVCVCCV,3
convulsant,k§vyls@,CVCVCCV,3
convulse,k§vyls,CVCVCC,2
convulser,k§vylse,CVCVCCV,3
convulsif,k§vylsif,CVCVCCVC,3
convulsifs,k§vylsif,CVCVCCVC,3
convulsion,k§vylsj§,CVCVCCYV,3
convulsionnaire,k§vylsjonER,CVCVCCYVCVC,4
convulsionnaire,k§vylsjonER,CVCVCCYVCVC,4
convulsionne,k§vylsjOn,CVCVCCYVC,3
convulsionnée,k§vylsjone,CVCVCCYVCV,4
convulsions,k§vylsj§,CVCVCCYV,3
convulsions,k§vylsj§,CVCVCCYV,3
convulsive,k§vylsiv,CVCVCCVC,3
convulsivement,k§vylsiv°m@,CVCVCCVCVCV,5
convulsives,k§vylsiv,CVCVCCVC,3
convulsé,k§vylse,CVCVCCV,3
convulsé,k§vylse,CVCVCCV,3
convulsée,k§vylse,CVCVCCV,3
convulsée,k§vylse,CVCVCCV,3
convulsées,k§vylse,CVCVCCV,3
convulsés,k§vylse,CVCVCCV,3
convulsés,k§vylse,CVCVCCV,3
convînmes,k§v5m,CVCVC,2
convînt,k§v5,CVCV,2
conçois,k§swa,CVCYV,2
conçoit,k§swa,CVCYV,2
conçoivent,k§swav,CVCYVC,2
conçu,k§sy,CVCV,2
conçu,k§sy,CVCV,2
conçue,k§sy,CVCV,2
conçue,k§sy,CVCV,2
conçues,k§sy,CVCV,2
conçues,k§sy,CVCV,2
conçurent,k§syR,CVCVC,2
conçus,k§sy,CVCV,2
conçus,k§sy,CVCV,2
conçut,k§sy,CVCV,2
cooccupant,kookyp@,CVVCVCV,4
cookie,kuki,CVCV,2
cookies,kukiz,CVCVC,2
cool,kul,CVC,1
coolie,kuli,CVCV,2
coolie-pousse,kulipus,CVCVCVC,3
coolies,kuli,CVCV,2
coolos,kulos,CVCVC,2
cooptant,kOOpt@,CVVCCV,3
cooptation,koOptasj§,CVVCCVCYV,4
coopter,koOpte,CVVCCV,3
coopté,kOOpte,CVVCCV,3
coopère,koopER,CVVCVC,3
coopèrent,koopER,CVVCVC,3
coopères,koopER,CVVCVC,3
coopé,koope,CVVCV,3
coopérais,koopeRE,CVVCVCV,4
coopérait,koopeRE,CVVCVCV,4
coopérant,koopeR@,CVVCVCV,4
coopérant,koopeR@,CVVCVCV,4
coopérante,koopeR@t,CVVCVCVC,4
coopérants,koopeR@,CVVCVCV,4
coopérateur,kOOpeRat9R,CVVCVCVCVC,5
coopératif,koopeRatif,CVVCVCVCVC,5
coopératifs,koopeRatif,CVVCVCVCVC,5
coopération,koopeRasj§,CVVCVCVCYV,5
coopératisme,koopeRatism,CVVCVCVCVCC,5
coopérative,koopeRativ,CVVCVCVCVC,5
coopérative,koopeRativ,CVVCVCVCVC,5
coopératives,koopeRativ,CVVCVCVCVC,5
coopératives,koopeRativ,CVVCVCVCVC,5
coopérer,koopeRe,CVVCVCV,4
coopérera,koopeR°Ra,CVVCVCVCV,5
coopérerai,koopeR°RE,CVVCVCVCV,5
coopéreraient,koopeR°RE,CVVCVCVCV,5
coopérerais,koopeR°RE,CVVCVCVCV,5
coopérerez,koopeR°Re,CVVCVCVCV,5
coopéreriez,koopeR°Rje,CVVCVCVCYV,5
coopérerons,koopeR°R§,CVVCVCVCV,5
coopéreront,koopeR°R§,CVVCVCVCV,5
coopérez,koopeRe,CVVCVCV,4
coopériez,koopeRje,CVVCVCYV,4
coopérions,koopeRj§,CVVCVCYV,4
coopérons,koopeR§,CVVCVCV,4
coopéré,koopeRe,CVVCVCV,4
coordinateur,koORdinat9R,CVVCCVCVCVC,5
coordinateur,koORdinat9R,CVVCCVCVCVC,5
coordinateurs,koORdinat9R,CVVCCVCVCVC,5
coordination,koORdinasj§,CVVCCVCVCYV,5
coordinatrice,koORdinatRis,CVVCCVCVCCVC,5
coordinatrice,koORdinatRis,CVVCCVCVCCVC,5
coordonna,koORdona,CVVCCVCV,4
coordonnaient,koORdonE,CVVCCVCV,4
coordonnait,koORdonE,CVVCCVCV,4
coordonnant,kOORdOn@,CVVCCVCV,4
coordonnateur,koORdonat9R,CVVCCVCVCVC,5
coordonnateur,koORdonat9R,CVVCCVCVCVC,5
coordonne,koORdOn,CVVCCVC,3
coordonner,koORdone,CVVCCVCV,4
coordonnera,koORdOn°Ra,CVVCCVCVCV,5
coordonnerait,koORdOn°RE,CVVCCVCVCV,5
coordonnez,koORdone,CVVCCVCV,4
coordonnons,koORdon§,CVVCCVCV,4
coordonné,koORdone,CVVCCVCV,4
coordonné,koORdone,CVVCCVCV,4
coordonnée,koORdone,CVVCCVCV,4
coordonnée,koORdone,CVVCCVCV,4
coordonnées,koORdone,CVVCCVCV,4
coordonnées,koORdone,CVVCCVCV,4
coordonnés,koORdone,CVVCCVCV,4
cop,kOp,CVC,1
copain,kop5,CVCV,2
copains,kop5,CVCV,2
copal,kOpal,CVCVC,2
copaïba,kopaiba,CVCVVCV,4
copeau,kopo,CVCV,2
copeaux,kopo,CVCV,2
copernicienne,kopERnisjEn,CVCVCCVCYVC,4
copia,kopja,CVCYV,2
copiable,kopjabl,CVCYVCC,2
copiage,kopjaZ,CVCYVC,2
copiai,kopjE,CVCYV,2
copiaient,kopjE,CVCYV,2
copiais,kopjE,CVCYV,2
copiait,kopjE,CVCYV,2
copiant,kopj@,CVCYV,2
copie,kopi,CVCV,2
copie,kopi,CVCV,2
copient,kopi,CVCV,2
copier,kopje,CVCYV,2
copiera,kopiRa,CVCVCV,3
copierai,kopiRE,CVCVCV,3
copierait,kopiRE,CVCVCV,3
copieras,kopiRa,CVCVCV,3
copierez,kopiRe,CVCVCV,3
copieront,kopiR§,CVCVCV,3
copies,kopi,CVCV,2
copies,kopi,CVCV,2
copieur,kopj9R,CVCYVC,2
copieurs,kopj9R,CVCYVC,2
copieuse,kopj2z,CVCYVC,2
copieuse,kopj2z,CVCYVC,2
copieusement,kopj2z°m@,CVCYVCVCV,4
copieuses,kopj2z,CVCYVC,2
copieuses,kopj2z,CVCYVC,2
copieux,kopj2,CVCYV,2
copiez,kopje,CVCYV,2
copilote,kopilOt,CVCVCVC,3
copinage,kopinaZ,CVCVCVC,3
copinait,kopinE,CVCVCV,3
copine,kopin,CVCVC,2
copiner,kopine,CVCVCV,3
copines,kopin,CVCVC,2
copineur,kopin9R,CVCVCVC,3
copineurs,kopin9R,CVCVCVC,3
copineuse,kopin2z,CVCVCVC,3
copiniez,kopinje,CVCVCYV,3
copiné,kopine,CVCVCV,3
copiste,kopist,CVCVCC,2
copistes,kopist,CVCVCC,2
copié,kopje,CVCYV,2
copiée,kopje,CVCYV,2
copiées,kopje,CVCYV,2
copiés,kopje,CVCYV,2
copla,kopla,CVCCV,2
coppa,kOpa,CVCV,2
copra,kopRa,CVCCV,2
coprins,kopR5,CVCCV,2
coproculture,kOpROkyltyR,CVCCVCVCCVC,4
coproducteur,kopRodykt9R,CVCCVCVCCVC,4
coproducteurs,kopRodykt9R,CVCCVCVCCVC,4
coproduction,kopRodyksj§,CVCCVCVCCYV,4
coproduire,kopRod8iR,CVCCVCYVC,3
coproduit,kopRod8i,CVCCVCYV,3
coprologie,kopRoloZi,CVCCVCVCV,4
coprologique,kopRoloZik,CVCCVCVCVC,4
coprophage,kopRofaZ,CVCCVCVC,3
coprophage,kopRofaZ,CVCCVCVC,3
coprophagie,kopRofaZi,CVCCVCVCV,4
coprophile,kopRofil,CVCCVCVC,3
coprophilie,kOpROfili,CVCCVCVCV,4
copropriétaire,kopRopRijetER,CVCCVCCVYVCVC,5
copropriétaires,kopRopRijetER,CVCCVCCVYVCVC,5
copropriété,kopRopRijete,CVCCVCCVYVCV,5
coprésidence,kopRezid@s,CVCCVCVCVC,4
coprésident,kOpRezid,CVCCVCVC,3
cops,kOp,CVC,1
copte,kOpt,CVCC,1
copte,kOpt,CVCC,1
coptes,kOpt,CVCC,1
copula,kopyla,CVCVCV,3
copulait,kopylE,CVCVCV,3
copulant,kopyl@,CVCVCV,3
copulant,kopyl@,CVCVCV,3
copulation,kopylasj§,CVCVCVCYV,4
copulations,kopylasj§,CVCVCVCYV,4
copule,kopyl,CVCVC,2
copulent,kopyl,CVCVC,2
copuler,kopyle,CVCVCV,3
copulez,kopyle,CVCVCV,3
copulé,kopyle,CVCVCV,3
copyright,kopiRajt,CVCVCVYC,3
coq,kOk,CVC,1
coq-à-l'âne,kOkalan,CVCVCVC,3
coqs,kOk,CVC,1
coquard,kokaR,CVCVC,2
coquards,kokaR,CVCVC,2
coquart,kokaR,CVCVC,2
coquarts,kokaR,CVCVC,2
coque,kOk,CVC,1
coquebin,kOk°b5,CVCVCV,3
coquebin,kOk°b5,CVCVCV,3
coquelet,kOk°lE,CVCVCV,3
coquelicot,kOk°liko,CVCVCVCV,4
coquelicots,kOk°liko,CVCVCVCV,4
coquelle,kokEl,CVCVC,2
coqueluche,kOk°lyS,CVCVCVC,3
coqueluches,kOk°lyS,CVCVCVC,3
coquemar,kOk°maR,CVCVCVC,3
coquerelle,kOk°REl,CVCVCVC,3
coquerie,kOk°Ri,CVCVCV,3
coqueron,kOk°R§,CVCVCV,3
coques,kOk,CVC,1
coquet,kokE,CVCV,2
coquetel,kOk°tEl,CVCVCVC,3
coqueter,kOk°te,CVCVCV,3
coquetier,kOk°tje,CVCVCYV,3
coquetiers,kOk°tje,CVCVCYV,3
coquets,kokE,CVCV,2
coquette,kokEt,CVCVC,2
coquette,kokEt,CVCVC,2
coquettement,kokEt°m@,CVCVCVCV,4
coquetterie,kokEt°Ri,CVCVCVCV,4
coquetteries,kokEt°Ri,CVCVCVCV,4
coquettes,kokEt,CVCVC,2
coquettes,kokEt,CVCVC,2
coquillage,kokijaZ,CVCVYVC,3
coquillages,kokijaZ,CVCVYVC,3
coquillard,kokijaR,CVCVYVC,3
coquillards,kokijaR,CVCVYVC,3
coquillart,kokijaR,CVCVYVC,3
coquille,kokij,CVCVY,2
coquilles,kokij,CVCVY,2
coquillettes,kokijEt,CVCVYVC,3
coquilleux,kokij2,CVCVYV,3
coquin,kok5,CVCV,2
coquin,kok5,CVCV,2
coquine,kokin,CVCVC,2
coquine,kokin,CVCVC,2
coquinement,kokin°m@,CVCVCVCV,4
coquinerie,kokin°Ri,CVCVCVCV,4
coquineries,kokin°Ri,CVCVCVCV,4
coquines,kokin,CVCVC,2
coquines,kokin,CVCVC,2
coquinet,kokinE,CVCVCV,3
coquins,kok5,CVCV,2
coquins,kok5,CVCV,2
cor,kOR,CVC,1
cora,koRa,CVCV,2
corail,koRaj,CVCVY,2
corail,koRaj,CVCVY,2
coralliaires,koRaljER,CVCVCYVC,3
corallien,koRalj5,CVCVCYV,3
coralliens,koRalj5,CVCVCYV,3
coramine,kORamin,CVCVCVC,3
coran,koR@,CVCV,2
coranique,koRanik,CVCVCVC,3
coraniques,koRanik,CVCVCVC,3
coras,koRa,CVCV,2
coraux,koRo,CVCV,2
corbeau,kORbo,CVCCV,2
corbeaux,kORbo,CVCCV,2
corbeille,kORbEj,CVCCVY,2
corbeilles,kORbEj,CVCCVY,2
corbillard,kORbijaR,CVCCVYVC,3
corbillards,kORbijaR,CVCCVYVC,3
corbin,kORb5,CVCCV,2
corbières,kORbjER,CVCCYVC,2
cordage,kORdaZ,CVCCVC,2
cordages,kORdaZ,CVCCVC,2
corde,kORd,CVCC,1
corde,kORd,CVCC,1
cordeau,kORdo,CVCCV,2
cordeaux,kORdo,CVCCV,2
cordelette,kORd°lEt,CVCCVCVC,3
cordelettes,kORd°lEt,CVCCVCVC,3
cordelier,kORd°lje,CVCCVCYV,3
cordeliers,kORd°lje,CVCCVCYV,3
cordelière,kORd°ljER,CVCCVCYVC,3
cordelières,kORd°ljER,CVCCVCYVC,3
cordelle,kORdEl,CVCCVC,2
corder,kORde,CVCCV,2
corderie,kORd°Ri,CVCCVCV,3
cordes,kORd,CVCC,1
cordes,kORd,CVCC,1
cordial,kORdjal,CVCCYVC,2
cordial,kORdjal,CVCCYVC,2
cordiale,kORdjal,CVCCYVC,2
cordialement,kORdjal°m@,CVCCYVCVCV,4
cordiales,kORdjal,CVCCYVC,2
cordialité,kORdjalite,CVCCYVCVCV,4
cordialités,kORdjalite,CVCCYVCVCV,4
cordiaux,kORdjo,CVCCYV,2
cordiers,kORdje,CVCCYV,2
cordiforme,kORdifORm,CVCCVCVCC,3
cordiformes,kORdifORm,CVCCVCVCC,3
cordillère,kORdijER,CVCCVYVC,3
cordite,kORdit,CVCCVC,2
cordobas,kORdoba,CVCCVCV,3
cordon,kORd§,CVCCV,2
cordon-bleu,kORd§bl2,CVCCVCCV,3
cordonner,kORdOne,CVCCVCV,3
cordonnerie,kORdOn°Ri,CVCCVCVCV,4
cordonnet,kORdonE,CVCCVCV,3
cordonnets,kORdonE,CVCCVCV,3
cordonnier,kORdonje,CVCCVCYV,3
cordonniers,kORdonje,CVCCVCYV,3
cordonnière,kORdonjER,CVCCVCYVC,3
cordonnées,kORdone,CVCCVCV,3
cordons,kORd§,CVCCV,2
cordons,kORd§,CVCCV,2
cordons-bleus,kORd§bl2,CVCCVCCV,3
cordouan,kORdu@,CVCCVV,3
cordé,kORde,CVCCV,2
cordé,kORde,CVCCV,2
cordée,kORde,CVCCV,2
cordée,kORde,CVCCV,2
cordées,kORde,CVCCV,2
cordées,kORde,CVCCV,2
cordées,kORde,CVCCV,2
cordés,kORde,CVCCV,2
coreligionnaires,koR°liZjonER,CVCVCVCYVCVC,5
corelliens,koRElj5,CVCVCYV,3
coriace,koRjas,CVCYVC,2
coriaces,koRjas,CVCYVC,2
coriacité,koRjasite,CVCYVCVCV,4
coriandre,koRj@dR,CVCYVCC,2
corindon,koR5d§,CVCVCV,3
corinthe,kOR5t,CVCVC,2
corinthien,koR5tj5,CVCVCYV,3
corinthien,koR5tj5,CVCVCYV,3
corinthiennes,koR5tjEn,CVCVCYVC,3
corinthiens,koR5tj5,CVCVCYV,3
corinthiens,koR5tj5,CVCVCYV,3
cormier,kORmje,CVCCYV,2
cormoran,kORmoR@,CVCCVCV,3
cormorans,kORmoR@,CVCCVCV,3
corn flakes,kORnflEks,CVCCCCVCC,2
corn-flakes,kORnflEks,CVCCCCVCC,2
corna,kORna,CVCCV,2
cornac,kORnak,CVCCVC,2
cornaient,kORnE,CVCCV,2
cornais,kORnE,CVCCV,2
cornait,kORnE,CVCCV,2
cornaline,kORnalin,CVCCVCVC,3
cornalines,kORnalin,CVCCVCVC,3
cornant,kORn@,CVCCV,2
cornaquaient,kORnakE,CVCCVCV,3
cornaquée,kORnake,CVCCVCV,3
cornard,kORnaR,CVCCVC,2
cornards,kORnaR,CVCCVC,2
cornas,kORna,CVCCV,2
corne,kORn,CVCC,1
corne,kORn,CVCC,1
cornecul,kORn°ky,CVCCVCV,3
corneille,kORnEj,CVCCVY,2
corneilles,kORnEj,CVCCVY,2
cornemuse,kORn°myz,CVCCVCVC,3
cornemuses,kORn°myz,CVCCVCVC,3
cornemuseur,kORn°myz9R,CVCCVCVCVC,4
cornent,kORn,CVCC,1
corner,koRnER,CVCCVC,2
corner,koRne,CVCCV,2
corners,kORnER,CVCCVC,2
cornes,kORn,CVCC,1
cornes,kORn,CVCC,1
cornet,kORnE,CVCCV,2
cornets,kORnE,CVCCV,2
cornette,kORnEt,CVCCVC,2
cornettes,kORnEt,CVCCVC,2
corniaud,kORnjo,CVCCYV,2
corniauds,kORnjo,CVCCYV,2
corniche,kORniS,CVCCVC,2
corniches,kORniS,CVCCVC,2
cornichon,kORniS§,CVCCVCV,3
cornichons,kORniS§,CVCCVCV,3
cornillon,kORnij§,CVCCVYV,3
cornistes,kORnist,CVCCVCC,2
cornières,kORnjER,CVCCYVC,2
cornouaillais,kORnuajE,CVCCVVYV,4
cornouille,kORnuj,CVCCVY,2
cornouiller,kORnuje,CVCCVYV,3
cornouillers,kORnuje,CVCCVYV,3
cornouilles,kORnuj,CVCCVY,2
cornu,kORny,CVCCV,2
cornue,kORny,CVCCV,2
cornue,kORny,CVCCV,2
cornues,kORny,CVCCV,2
cornues,kORny,CVCCV,2
cornus,kORny,CVCCV,2
cornèrent,kORnER,CVCCVC,2
corné,kORne,CVCCV,2
corné,kORne,CVCCV,2
cornée,kORne,CVCCV,2
cornée,kORne,CVCCV,2
cornée,kORne,CVCCV,2
cornéen,kORne5,CVCCVV,3
cornéenne,kORneEn,CVCCVVC,3
cornées,kORne,CVCCV,2
cornées,kORne,CVCCV,2
cornélien,kORnelj5,CVCCVCYV,3
cornélienne,kORneljEn,CVCCVCYVC,3
cornéliennes,kORneljEn,CVCCVCYVC,3
cornés,kORne,CVCCV,2
cornés,kORne,CVCCV,2
corollaire,koRolER,CVCVCVC,3
corollaires,koRolER,CVCVCVC,3
corolle,koROl,CVCVC,2
corolles,koROl,CVCVC,2
coron,koR§,CVCV,2
corona,koRona,CVCVCV,3
coronaire,koRonER,CVCVCVC,3
coronaires,koRonER,CVCVCVC,3
coronal,koRonal,CVCVCVC,3
coronale,koRonal,CVCVCVC,3
coronales,koRonal,CVCVCVC,3
coronarien,kOROnaRj5,CVCVCVCYV,4
coronarien,kOROnaRj5,CVCVCVCYV,4
coronarienne,koRonaRjEn,CVCVCVCYVC,4
coroner,koRonER,CVCVCVC,3
coroners,koRonER,CVCVCVC,3
coronilles,koRonij,CVCVCVY,3
corons,koR§,CVCV,2
corozo,koRozo,CVCVCV,3
corporal,kORpoRal,CVCCVCVC,3
corporalisés,kORpoRalize,CVCCVCVCVCV,5
corporalité,kORpoRalite,CVCCVCVCVCV,5
corporatif,kORpoRatif,CVCCVCVCVC,4
corporatifs,kORpoRatif,CVCCVCVCVC,4
corporation,kORpoRasj§,CVCCVCVCYV,4
corporations,kORpoRasj§,CVCCVCVCYV,4
corporatisme,kORpoRatizm,CVCCVCVCVCC,4
corporatiste,kORpoRatist,CVCCVCVCVCC,4
corporative,kORpoRativ,CVCCVCVCVC,4
corporatives,kORpoRativ,CVCCVCVCVC,4
corporel,kORpoREl,CVCCVCVC,3
corporelle,kORpoREl,CVCCVCVC,3
corporelles,kORpoREl,CVCCVCVC,3
corporels,kORpoREl,CVCCVCVC,3
corps,kOR,CVC,1
corps-mort,kORmOR,CVCCVC,2
corpsard,kORpsaRd,CVCCCVCC,2
corpulence,kORpyl@s,CVCCVCVC,3
corpulent,kORpyl@,CVCCVCV,3
corpulente,kORpyl@t,CVCCVCVC,3
corpulentes,kORpyl@t,CVCCVCVC,3
corpulents,kORpyl@,CVCCVCV,3
corpus,kORpys,CVCCVC,2
corpus delicti,kORpysdelikti,CVCCVCCVCVCCV,5
corpuscule,kORpyskyl,CVCCVCCVC,3
corpuscules,kORpyskyl,CVCCVCCVC,3
corral,koRal,CVCVC,2
corrals,koRal,CVCVC,2
correct,koREkt,CVCVCC,2
correcte,koREkt,CVCVCC,2
correctement,koREkt°m@,CVCVCCVCV,4
correctes,koREkt,CVCVCC,2
correcteur,koREkt9R,CVCVCCVC,3
correcteur,koREkt9R,CVCVCCVC,3
correcteurs,koREkt9R,CVCVCCVC,3
correcteurs,koREkt9R,CVCVCCVC,3
correctif,koREktif,CVCVCCVC,3
correctif,koREktif,CVCVCCVC,3
correction,koREksj§,CVCVCCYV,3
correctionnaliser,koREksjonalize,CVCVCCYVCVCVCV,6
correctionnel,koREksjonEl,CVCVCCYVCVC,4
correctionnelle,koREksjonEl,CVCVCCYVCVC,4
correctionnelle,koREksjonEl,CVCVCCYVCVC,4
correctionnelles,koREksjonEl,CVCVCCYVCVC,4
correctionnelles,koREksjonEl,CVCVCCYVCVC,4
correctionnels,koREksjonEl,CVCVCCYVCVC,4
corrections,koREksj§,CVCVCCYV,3
corrective,koREktiv,CVCVCCVC,3
corrector,koREktOR,CVCVCCVC,3
correctrice,koREktRis,CVCVCCCVC,3
correctrices,koREktRis,CVCVCCCVC,3
corrects,koREkt,CVCVCC,2
corregidor,koReZidOR,CVCVCVCVC,4
correspond,koREsp§,CVCVCCV,3
correspondaient,koREsp§dE,CVCVCCVCV,4
correspondais,koREsp§dE,CVCVCCVCV,4
correspondait,koREsp§dE,CVCVCCVCV,4
correspondance,koREsp§d@s,CVCVCCVCVC,4
correspondances,koREsp§d@s,CVCVCCVCVC,4
correspondancier,koREsp§d@sje,CVCVCCVCVCYV,5
correspondant,koREsp§d@,CVCVCCVCV,4
correspondant,koREsp§d@,CVCVCCVCV,4
correspondant,koREsp§d@,CVCVCCVCV,4
correspondante,koREsp§d@t,CVCVCCVCVC,4
correspondante,koREsp§d@t,CVCVCCVCVC,4
correspondantes,koREsp§d@t,CVCVCCVCVC,4
correspondantes,koREsp§d@t,CVCVCCVCVC,4
correspondants,koREsp§d@,CVCVCCVCV,4
correspondants,koREsp§d@,CVCVCCVCV,4
corresponde,koREsp§d,CVCVCCVC,3
correspondent,koREsp§d,CVCVCCVC,3
correspondez,koREsp§de,CVCVCCVCV,4
correspondiez,koREsp§dje,CVCVCCVCYV,4
correspondions,koREsp§dj§,CVCVCCVCYV,4
correspondra,koREsp§dRa,CVCVCCVCCV,4
correspondrai,koREsp§dRE,CVCVCCVCCV,4
correspondraient,koREsp§dRE,CVCVCCVCCV,4
correspondrait,koREsp§dRE,CVCVCCVCCV,4
correspondre,koREsp§dR,CVCVCCVCC,3
correspondrons,koREsp§dR§,CVCVCCVCCV,4
corresponds,koREsp§,CVCVCCV,3
correspondu,koREsp§dy,CVCVCCVCV,4
correspondît,koREsp§di,CVCVCCVCV,4
corrida,koRida,CVCVCV,3
corridas,koRida,CVCVCV,3
corridor,koRidOR,CVCVCVC,3
corridors,koRidOR,CVCVCVC,3
corrige,koRiZ,CVCVC,2
corrigea,koRiZa,CVCVCV,3
corrigeai,koRiZE,CVCVCV,3
corrigeaient,koRiZE,CVCVCV,3
corrigeais,koRiZE,CVCVCV,3
corrigeait,koRiZE,CVCVCV,3
corrigeant,koRiZ@,CVCVCV,3
corrigent,koRiZ,CVCVC,2
corrigeons,koRiZ§,CVCVCV,3
corriger,koRiZe,CVCVCV,3
corrigera,koRiZ°Ra,CVCVCVCV,4
corrigerai,koRiZ°RE,CVCVCVCV,4
corrigerais,koRiZ°RE,CVCVCVCV,4
corrigerait,koRiZ°RE,CVCVCVCV,4
corrigeras,koRiZ°Ra,CVCVCVCV,4
corrigerez,koRiZ°Re,CVCVCVCV,4
corrigerons,koRiZ°R§,CVCVCVCV,4
corriges,koRiZ,CVCVC,2
corrigez,koRiZe,CVCVCV,3
corrigiez,koRiZje,CVCVCYV,3
corrigions,koRiZj§,CVCVCYV,3
corrigé,koRiZe,CVCVCV,3
corrigé,koRiZe,CVCVCV,3
corrigé,koRiZe,CVCVCV,3
corrigée,koRiZe,CVCVCV,3
corrigée,koRiZe,CVCVCV,3
corrigées,koRiZe,CVCVCV,3
corrigées,koRiZe,CVCVCV,3
corrigés,koRiZe,CVCVCV,3
corrigés,koRiZe,CVCVCV,3
corrigés,koRiZe,CVCVCV,3
corrobora,koRoboRa,CVCVCVCV,4
corroboraient,koRoboRE,CVCVCVCV,4
corroborait,koRoboRE,CVCVCVCV,4
corroborant,kORObOR@,CVCVCVCV,4
corroboration,koRoboRasj§,CVCVCVCVCYV,5
corrobore,koRobOR,CVCVCVC,3
corroborent,koRobOR,CVCVCVC,3
corroborer,koRoboRe,CVCVCVCV,4
corroborera,koRobOR°Ra,CVCVCVCVCV,5
corroborèrent,koRoboRER,CVCVCVCVC,4
corroboré,kORObORe,CVCVCVCV,4
corroborées,koRoboRe,CVCVCVCV,4
corrodait,koRodE,CVCVCV,3
corrodant,koRod@,CVCVCV,3
corrodante,koRod@t,CVCVCVC,3
corrode,koROd,CVCVC,2
corrodent,koROd,CVCVC,2
corroder,koRode,CVCVCV,3
corrodé,koRode,CVCVCV,3
corrodée,koRode,CVCVCV,3
corrodées,koRode,CVCVCV,3
corrodés,koRode,CVCVCV,3
corroierie,koRwaRi,CVCYVCV,3
corrompais,koR§pE,CVCVCV,3
corrompant,koR§p@,CVCVCV,3
corrompe,koR§p,CVCVC,2
corrompent,koR§p,CVCVC,2
corrompez,koR§pe,CVCVCV,3
corrompis,koR§pi,CVCVCV,3
corrompra,koR§pRa,CVCVCCV,3
corrompraient,koR§pRE,CVCVCCV,3
corrompre,koR§pR,CVCVCC,2
corromps,koR§,CVCV,2
corrompt,koR§,CVCV,2
corrompu,koR§py,CVCVCV,3
corrompu,koR§py,CVCVCV,3
corrompu,koR§py,CVCVCV,3
corrompue,koR§py,CVCVCV,3
corrompue,koR§py,CVCVCV,3
